John Adams
James Ellroy
Ellroy
Johan Huizinga
Richard Wagner
Francesca Simon
Wolfgang Borchert
Zadie Smitrh
"Smith, Zadie"
Zodie Smith
Kotzwinkle
William Kotzwinkle
Zadie Smith
Johannes Mario Simmel
Drago Jancar
Iceberg Slim
Charles Belfoure
Pinckney Benedict
Guy Debord
Jorn Riel
Ines Thorn
John Betjeman
Stefan Aust
Michael Cunningham
Marina Colasanti
Arthur Sze
Amitav Ghosh
Janet Frame
Isak Dinesen
Gilbert Simondon
Lotta Olivecrona
Walter Höllerer
Clint Hutzulak
Vasili Grossman
Fredric Brown
Christopher Ryan
Susan Witting Albert
Ronald Wright
Robert Musil
Musil
Daniel C Dennet
Spike Milligan
Etgar Keret
Malaparte
Curzio Malaparte
Rodrigo Fresán
Giuseppe Tomasi Di Lampedusa
Donna Haraway
Arthur Schopenhauer
Luís De Camões
Luís de Camões
Werner Herzog
Dörte Hansen
Stig Dagerman
Walter Kempowski
Kempowski
Sarah Kane
Paul Gallico
Henry Rollins
Paul Ricœur
Bohumil Hrabal
Gary Zukav
Zukav
John Ciardi
Ambrose Bierce
Leonardo Da Vinci
Horacio Quiroga
Alfonsina Storni
Gottfried August Bürger
Oriana Fallaci
Klaus Kinski
Raymond Federman
Juan Villoro
Juan Gelman
Serge Kahili King
Tom Carson
Frank Hubert
Marin Preda
Christian Morgenstern
Petra Ivanov
Andrew Holleran
Vasily Rozanov
Quentin Crisp
August Stramm
Marlene Haushofer
Mortimer Adler
Michael Ondaatje
David Forster Wallace
Ruff
Matt Ruff
Henry David Thoreau
Henry Thoreau
Ian Flemin
Charlie Brooker
Ann Marie Macdonald
Eleanor H. Porter
Richard Bandler
Natalia Ginzburg
H.D.
Dave Gray
Maxime Chattam
John Cheever
Ishmael Reed
Eric Hansen
Fred Exley
Geert Mak
Marshall Mcluhan
George Bernard Shaw
Bioy Casares
Adolfo Bioy Casares
William H. Gass
Jonathan Littell
Paul Feyerabend
Elias Canetti
Canetti
Vic Hislop
John Cowper Powys
Joseph Mcelroy
Owen Parry
Angelika Schrobsdorf
Angelika Schrobsdorff
Ivan Efremov
Robert Burton
Thomas Malory
Charles Jackson
Leonard Cohen
John Wilmot
Georges Perec
Perec
Michael Mcgriff
Jennifer Clement
Reza Aslan
Vicent Andrés Estellés
Andrej Kurkow
Josef Váchal
von der Vogelweide
