Michael Crowley	3.72	136	29
Dieter Bohlen	2.92	158	14
Demetri Martin	3.81	9956	1204
Jane Teller	3.98	202	29
Arnon Grünberg	3.38	26903	1343
David Steindl-Rast	4.19	1844	208
Tim Ingold	4.09	851	77
Amitava Ghosh	4.5	2	2
Dinaw Mengestu	3.59	14444	2162
Ann Marie Macdonald	3.95	79250	4853
Etgar Keret	3.98	37020	4095
Richard Adams	4.04	464763	16318
Augusto Cury	3.81	11757	765
Wallace Stegner	4.15	128879	13716
Ernest Thompson Seton	4.18	2845	285
Hanna Johnson	4.0	3836	579
Robert Mason	4.27	10786	529
Martinus	3.43	772	43
Douglas Coupland	3.66	193978	10103
A. B. Yehoshua	3.74	7371	861
Henry Cornelius Agrippa	4.33	3	1
Heidegger	4.09	47177	1766
Nikola Hahn	3.98	123	10
Kent Haruf	4.0	174499	20013
Alessandro Baricco	3.89	124254	9041
Paul Burston	3.6	858	138
Fritz Zorn	3.85	412	38
Mulisch	3.72	40948	1771
Arthur Upfield	3.98	8538	779
Karl Kraus	3.83	1179	152
Daniela Krien	3.81	1448	153
Tim Dorsey	4.02	69058	5466
Comte De Lautreamont	4.22	8088	429
Shalev	4.07	9195	981
Joseph Sheridan Le Fanu	4.23	187	33
Agustina Bessa Luis	3.65	2647	242
Leif Panduro	3.56	1329	56
Rousseau	3.76	81722	3434
Wallace Stevens	4.24	20693	750
Max Stirner	4.06	2590	187
Nelson Blake	3.63	10515	1617
Timothy Lyri	0.0	0	0
Salvador Elizondo	4.08	1291	139
David Graeber	4.08	27232	3554
Sally Spencer	3.81	6572	652
Don Delillo	3.68	222987	17142
Thomas Sowell	4.32	41046	4350
Esther Kinsky	3.76	702	140
Sigizmund Krzhizhanovsky	3.91	3204	412
Frantz Fanon	4.23	29503	1298
Anatole France	3.89	27868	1713
Dan Beachy-Quick	4.26	789	100
Eric Kraft	3.76	1166	105
Everet True	4.14	3007	167
Carlos Drummond de Andrade	4.21	9827	429
Jerome David Salinger	0.0	0	0
Ivan Franko	4.13	2057	71
Valerio Evangelisti	3.74	9019	715
Adalet Agaoglu	4.04	3960	260
Juan Gelman	4.02	1189	103
Damon Galgut	3.6	7704	998
Guy De Maupassant	3.86	130098	7684
Macedonio Fernández	3.96	870	120
Benjamin Kunkel	3.49	8172	826
Zora Neale Hurston	3.96	316065	18596
Marcel Jouhandeau	3.43	195	31
Charles De Coster	3.83	795	54
Henri Troyat	3.97	9280	639
Kurt Cobain	4.0	14801	572
Sophokles	3.57	7	0
Franz Fühmann	3.76	404	32
Dermot Healy	3.88	884	151
Zinn	4.08	218808	7820
Manuel Rivas	3.57	5068	470
Julie Doucet	3.88	5844	350
Thomas Jefferson	4.24	14295	853
M.A.C. Farrant	3.53	223	33
Jean-Philippe Jaworski	4.33	3120	225
Paul Nizon	3.85	172	10
Douglas Adams	4.2	2776725	61130
Horacio Salas	3.72	39	3
Elchin Safarli	3.9	2814	194
Robert Benchley	4.05	1906	190
Gary Russell	4.42	75902	1761
La Carre	0.0	0	0
Mikael Torfason	3.59	602	36
Wei Hui	3.26	23	1
Joachim Meyerhoff	4.07	6302	392
John Berryman	4.15	12686	681
Stanley Middleton	3.36	803	92
Josh Lanyon	4.03	174376	21402
Inger Edelfeldt	4.08	7911	165
Stanislaw Lem	4.03	154356	8658
Jonathan Raban	3.85	7064	801
Kathy Riechs	3.95	711542	35294
Michael Roach	4.13	4278	487
Julien Gracq	3.95	2580	276
Yoshiki Tanaka	4.14	7653	592
Rohinton Minstry	4.27	166100	10964
Philip Hensher	3.58	7004	1043
Miljenko Jergovic	4.09	8115	588
Ngugi Wa Thiongo	3.92	21991	2167
Lauren Kate	3.8	1070301	48030
Ezra Pound	3.94	24859	1142
Eduard Limonov	3.73	2833	210
Albert Drach	3.68	38	2
Sinclair Lewis	3.76	76956	6444
Eveline Hasler	3.75	702	71
Bill Aitken	4.33	21	10
C.K. Williams	3.98	5330	529
Max Hastings	4.15	42969	2891
John Kennedy Toole	3.88	237628	15536
Eça De Queirós	3.92	47052	1919
Roland Barthes	4.02	93916	3324
Starhawk	4.05	25798	1233
Max Weber	3.92	16377	706
Özdemir Asaf	4.34	4931	270
Ivan Lessa	4.08	275	13
Samuel Taylor Coleridge	3.96	83685	2055
Matt Ruff	3.95	49323	6205
Julio Cortazar	4.22	133030	7990
Irina Korschunow	3.86	800	58
Kehlmann	3.71	33458	3170
Tarjei Vesaas	3.98	9281	1075
Terence McKenna	4.12	16437	831
Norbert Zähringer	3.72	58	10
Manuel Baixauli	3.83	332	40
Felicitas Hoppe	3.13	378	50
Will Self	3.62	31565	2731
Maxine Hong Kingston	3.77	54034	3573
Alfred Lichtenstein	4.4	30	4
Anna Enquist	3.48	6043	447
Sebastián De Covarrubias	4.14	7	0
Dimitri Verhulst	3.52	30264	1791
Frank Goosen	3.63	1001	83
Josef von Eichendorff	0.0	0	0
Le Clezio	3.66	15559	1782
Toon Tellegen	4.06	7641	656
Martyn Bedford	3.53	5283	836
Raoul Schrott	3.67	226	23
Tony Horowitz	3.81	20228	2103
Craig Seymour	3.98	458	86
Danielle Bennet	3.72	4781	481
Herbert Wells	4.33	1090	69
Jose Saramago	4.03	426649	35553
Jonas Gardell	3.96	20805	936
Boris Cyrulnik	3.93	1718	136
Julia Preston	4.1	199	26
Dietmar Wischmeyer	3.71	110	9
Elsa Morante	4.09	10603	766
Peter Kurzeck	4.44	135	14
Ian Monk	4.04	8200	291
Ulla Trenter	3.25	75	3
Bill Bryon	4.09	149	22
Charlotte Gann	4.33	3	2
Jan Kjærstad	3.85	2957	253
Wieland Freund	3.82	481	117
Ernest K Gann	4.25	4597	413
Sabato	4.07	63445	3986
Andrea Dworkin	3.95	5890	539
Dunsany	3.89	22378	2315
Thorsten Dewi	3.55	420	18
Gioconda Belli	3.96	12221	1494
Jürgen Ploog	3.0	1	0
John Ruskin	3.77	7027	611
Eduardo Galeano	4.26	48539	5003
Friedrich Hölderlin	4.09	4364	267
Martin Suter	3.79	22502	1125
William Dyer	3.75	93	13
Oscar Van Den Boogaard	3.3	801	68
William Burrows	3.99	763	57
Frank Tallis	3.84	8240	1092
Russell	4.05	74077	11645
Deborah Feldman	3.89	39970	3958
Marcelo Figueras	3.99	1115	170
Kazuaki Takano	3.91	1745	257
Breyten Breytenbach	3.95	677	79
Leonid Andreyev	4.03	11157	971
E. M. Forster	3.87	382245	18732
Ernest Poole	3.65	2041	211
Teffi	4.1	1585	235
Torberg	3.97	1592	69
Bridget Collins	3.89	34831	5927
Arthur Sze	4.03	749	91
Nelleke Noordervliet	3.26	1148	144
Max Frisch	3.76	41052	1429
Raymond Carver	4.19	153976	10297
Alexander Pope	3.74	26703	908
Rita Ann Higgins	4.13	70	6
Muriel Spark	3.69	83478	8115
Ted Simon	4.15	4450	303
Rawi Hage	3.58	8389	1002
Karl Marlantes	4.19	46853	4404
Christiane F.	4.17	30634	1201
Emily Ruskovich	3.52	18480	2969
Victor Hugo	4.14	943442	28197
Juan Marsé	3.64	6153	511
Douglas Adam	4.2	2776725	61130
Les Claypool	3.6	827	85
Barbara Comyns	3.92	6175	1033
Karl Riha	4.0	16	0
Hilda Hilst	4.09	5031	504
Marie Pohl	3.8	46	3
Radek Knapp	3.5	452	25
Charlotte Bacon	3.25	1378	269
Eric Emanuel Schmitt	3.94	111895	8656
Irwin Yalom	4.23	166326	9582
Gail Jones	3.45	3280	589
Lisa McInerney	3.77	7553	1043
Chuck	3.83	1522560	64389
Tenesse Williams	3.93	469728	10015
Jonathan Morris	3.87	14692	1675
Jane Austen	4.12	6091612	174588
Canetti	4.0	12418	1069
Eric Nylund	4.2	63392	2889
Meir Shalev	4.07	9195	981
Leopoldo Maria Panero	3.94	939	54
Larry Levis	4.39	3081	189
W. S. Merwin	4.18	102801	3870
Brusselmans	3.31	15850	580
Michael Martone	3.8	7549	1024
Hermans	3.72	25811	991
Lilian Jackson Braun	3.88	221935	9713
Isaac B. Singer	4.05	39080	3062
W.H. Auden	4.12	30465	1814
Annette von Droste-Hülshoff	3.18	3142	77
Peter Mathiessen	4.0	1	0
Peter Sloterdijk	3.99	3704	319
Keith Gessen	4.13	28902	3677
Sergio De La Pava	4.03	3629	644
Jan Van Helsing	3.59	1679	69
Markus Barth	3.94	237	29
James R. Hannibal	3.94	2290	605
mahmud Doulatabadi	3.91	53	6
James Joyce	3.74	423436	21978
Andrey Bitov	3.8	713	75
E.T.A. Hoffmann	3.83	43704	2773
Maxim Gorki	3.79	154	12
Max Frei	4.35	33572	802
Caio Fernando Abreu	4.12	4948	264
Salvadore Dali	0.0	0	0
Alfred Döblin	3.83	8208	577
Jo Soares	3.58	5474	252
Hans-Eckhardt Wenzel	4.3	10	9
Daisaku Ikeda	4.5	6280	374
Norbert Gstrein	3.07	338	43
Harper Lee	4.23	4773190	122227
Henri Barbusse	3.73	3417	376
Tom Stoppard	4.05	126332	4413
Christoph Hein	3.62	1957	213
Mark Twain	3.86	2393985	49294
Hunter S. Thompson	4.03	490597	13800
Copland	3.94	7896	211
Allen	3.97	139211	5865
W. C. Heinz	4.1	1350	157
De Bernieres	5.0	1	0
James Rubart	4.03	11588	2119
Peter Rühmkorf	4.0	177	15
Greg Rucka	3.99	266657	20359
Cemil Meriç	4.21	2883	152
Luís De Camões	4.02	8527	309
Saki	3.94	38754	4057
Russell Hoban	4.16	106191	3722
Jorge Bucay	3.93	26436	1471
Steffi Von Wolff	3.3	636	73
Jelinek	3.53	15762	1510
Maurice Blanchot	3.96	9661	656
Denis Johnson	3.8	100297	9596
Gina Nahai	3.84	2683	367
Eric Emmanuel Schmitt	3.94	111895	8656
Walter Benjamin	4.14	46614	1461
Ray Bradbury	4.01	2414035	93564
Chuck Klosterman	3.75	201775	13303
Bertolt Brecht	3.79	67476	2728
Mario Vargas Llosa	3.98	196470	16262
Emil Cioran	4.1	28775	2834
Irwin Welsh	4.57	28	5
Benn	3.74	6019	600
Alexander Dugin	3.41	982	97
Edgar Hilsenrath	3.96	2642	209
Jean Nouvel	3.65	113	6
Hari Kunzru	3.63	23494	3409
Selby	3.92	102128	3019
Toole	3.88	237628	15536
Bruce Fink	4.07	4843	234
Amis	3.59	123667	8411
Thomas Hobbes	3.8	55871	1283
Feuchtwanger	4.24	6380	338
Hugo Loetscher	3.63	144	10
Lewis carroll	4.05	1311566	33300
Theodor Fontane	3.3	16155	792
Lochlan Bloom	3.28	32	10
Tiziano Terzani	4.26	13823	872
Georg haderer	3.89	141	9
Judith Schalansky	3.91	5376	730
Walter Kempowski	4.02	2986	441
George Sand	3.7	15235	1063
Euclides da cunha	3.93	891	82
Damian Murphy	4.67	389	69
Karel Čapek	4.04	39900	2723
Mascha Kaléko	4.29	720	60
William Dalrymple	4.09	48998	4717
Louise Erdrich	3.92	290695	31709
Susanna Tamaro	3.56	18805	1593
Ivan Bunin	4.05	13081	493
Phil Reed	4.0	550	96
Rider Haggard	3.79	83741	4958
Raymond Queneau	3.93	27880	1927
Dieter Forte	3.62	98	7
Seamus Heaney	3.53	245520	7223
Stéphane Bourguignon	3.41	787	30
Steve Erickson	4.19	107589	3609
Stefan Slupetzky	3.95	442	49
John Fante	4.07	64693	3942
Antal Szerb	4.14	8253	697
Doris Lessing	3.66	164472	12268
Christina Stead	3.56	4751	600
Wolfgang Büscher	3.6	513	57
Laura Restrepo	3.77	13216	1346
Jessica Durlacher	3.4	1592	86
Yann Martel	3.9	1387151	53840
Sarah Chavez	4.8	105	14
Leo Tolstoy	4.06	1234192	57214
Fred Chappell	3.97	11513	869
Henry Kissinger	4.14	28444	2333
James Schuyler	4.15	2307	187
Luis sepulveda	3.92	53415	4675
Rejean Ducharme	3.89	2261	98
Vincent Ravalec	3.53	292	26
Henry Thoreau	3.85	251929	9894
Paul Theroux	3.83	131082	10395
William Shakespeare	3.87	6314691	117750
Pablo Palacio	4.08	267	30
Jorge Ibargüengoitia	4.11	14500	1272
Ulrike Draesner	3.5	152	22
Spengler	4.09	2777	220
Marosa Di Giorgio	4.35	294	43
Francis Parker Yockey	4.12	295	25
John Ohara	3.78	21959	1738
E. F. Benson	4.0	34681	3389
Daniel Pinchbeck	3.88	7846	646
James Frey	3.7	311571	18930
Henry Roth	3.83	8404	481
Debi Gliori	3.88	11747	1675
Wolfgang Hildesheimer	3.96	696	71
Muriel Barbery	3.73	160081	19704
Kurt Schwitters	4.1	342	40
Jarett Kobek	3.72	3358	549
Alvaro Pombo	3.22	801	65
Daudet	3.66	10509	585
Craig Davidson	3.84	13109	2164
Francis Scott Key Fitzgerald	0.0	0	0
Sandor Marais	4.15	72	8
Robin Pilcher	3.78	9766	588
Dimitré Dinev	4.28	425	33
Quim Monzo	3.72	4641	397
Mira Magen	3.9	178	16
Lenin	4.02	19292	1182
Irvin D. Yalom	4.23	166326	9582
William Ryan	3.77	5934	943
William Paul Young	3.78	559087	35446
Hanns Henny Jahn	4.08	455	70
Dinty W.Moore	3.93	4285	601
Alicia Gimenez Bartlett	3.54	8631	1011
Jean-Patrick Manchette	3.71	6558	946
Guy De La Valdene	4.27	231	36
Sarban	3.78	717	128
Steven Fry	4.13	24	1
Lorenz	4.09	6602	448
Maria Gabriela Llansol	4.08	485	44
Walt Whitman	4.13	134632	4871
Jan Off	3.77	155	2
Timothy Leary	3.89	12870	569
Cabbel	0.0	0	0
Fitzgerald	3.91	4168353	90459
Nam Cao	4.28	2636	186
Enrique Vila-Matas	3.78	15788	1649
Braun	3.88	221935	9713
Bernhard Schlink	3.74	185193	11776
Adam Rex	3.96	58617	10955
Mario Bellatin	3.67	4131	450
Vivian Gornick	3.85	15307	2059
Vergilio Ferreira	3.8	7745	323
Curzio Malaparte	4.02	4531	596
Roger Peyrefitte	3.88	430	57
Matthias Sachau	3.51	554	59
Berte Bratt	3.78	995	32
Marion Halligan	3.57	867	127
Weiss & Hickman	4.17	70655	4604
Margaret Laurence	3.92	30676	1211
Pulp Fiction	5.0	14	2
Milan Kundra	4.01	575688	30082
Greg Mortenson	3.66	356736	25836
J. Andrew Schrecker	3.5	12	3
Vladimir Sorokin	3.69	17068	1282
Dietmar Dath	3.73	1323	107
Boris Pasternak	4.01	87220	3494
Jean-Arthur Rimbaud	5.0	1	0
Eeva Kilpi	3.75	1362	141
Gerhard Roth	3.74	332	52
Jerry Toner	3.72	894	146
Nicole Brossard	3.86	916	104
Pablo Tusset	3.38	2783	215
Stephen Crane	3.42	153755	5952
Lady Winston	3.25	4	1
Cora Sandel	3.96	1204	94
Jaap Scholten	3.62	637	60
Gibran Khalil Gibran	4.27	827	116
Arno Geiger	3.84	3376	323
Markus Almond	3.79	524	58
Evan Dara	4.23	518	111
Camilo Castelo Branco	3.62	10459	555
Peter Kropotkin	3.5	2	0
Carson Mccullers	3.94	140368	10542
Julio Llamazares	3.78	3201	464
Georg Zauner	3.44	16	2
Tom Kenyon	4.38	799	71
Virgilio Piñera	4.18	1098	109
Keith Waterhouse	3.7	2771	229
Berto Giuseppe	3.95	881	117
S. J. Perelman	4.07	1512	164
Tessa De Loo	3.41	6701	438
Karl-Heinz Tuschel	3.32	34	2
Gabriela Jaskulla	3.95	20	8
Hanne Ørstavik	3.5	2549	348
Mina Loy	4.1	2112	145
Spalding Gray	3.95	4691	390
Tommie Bayer	3.7	705	54
Sherwood Anderson	3.85	39074	3134
Thomas Coraghessan Boyle	3.7	128431	14722
Sven Regener	3.88	8716	304
Günter Saalmann	3.15	20	0
Peter Henisch	3.61	191	15
Robert Moss	4.28	3095	238
Marcia Rose	3.21	259	18
Josie Lloyd	3.55	6709	425
John Wyndham	3.94	182261	9045
Lincoln	4.36	249707	7282
Aleksander Tisma	5.0	1	0
Louis Armand	3.74	606	89
Thomas Wolfe	3.96	24223	2016
Karin Tidbeck	3.88	11456	2173
Sorokin	3.69	17068	1282
Robbins	4.15	64542	2328
Antero Alli	3.96	849	41
Connie Palmen	3.65	11975	857
Thomas Gsella	3.46	37	10
Emma Goldman	4.05	27325	1159
William Blake	4.17	98080	2939
Dervla Murphy	3.99	8406	824
James M. Barrie	0.0	0	0
Thievery Corporation	0.0	0	0
Maurice Druon	4.11	57898	3321
Uwe Tellkamp	3.54	865	88
Edmond Jabes	4.45	853	65
Sterne	3.65	25570	1606
France Daigle	3.47	202	23
Jimmy Breslin	3.79	4738	522
Jane Kenyon	4.24	7605	669
Joke hermsen	3.66	1165	169
Peter Hessler	4.22	27248	2732
Willem Elsschot	3.66	13086	532
Heinrich Von Kleist	3.55	16725	883
Silvina Ocampo	4.09	6144	585
Alexander Theroux	3.86	32568	1416
Thomas Benhard	4.06	40051	3659
Stan Hey	3.39	18	1
Radclyffe Hall	3.69	13560	907
David Vann	3.59	15700	2762
Barber Van Der Pol	3.65	127	7
Joanna Cannon	3.73	38203	4920
Jorge Amado	4.05	49987	3097
A.F.Th. Van Der Heijden	2.0	2	0
Fernando Aramburu	4.31	21291	2512
Hosseini Khaled	4.3	3983803	164099
Archibald Macleish	3.96	4946	329
Nell Zink	3.27	13468	2068
Eckhard Henscheid	3.8	170	17
Marshall Browne	3.75	369	63
Daniel Lewis	4.35	2424	622
Mario Benedetti	4.1	52018	4365
Tim Robbins	3.89	3295	505
Alain Damasio	4.29	5939	492
Siri Hustvedt	3.75	47131	4768
William Heinesen	4.09	1128	82
Christina Brudereck	3.9	20	2
Henri Bosco	3.36	624	70
Andrew Kaufman	3.79	17465	2203
Charles Ferdinand Ramuz	3.58	896	125
Anne Beattie	0.0	0	0
Shalom Auslander	3.64	11728	1742
Wolfgang Borchert	4.03	5486	254
Djian	3.64	5115	359
Remigiusz Mróz	3.72	35534	2149
Joël Dicker	4.03	141650	15180
Johathan Bach	3.75	104	20
Mordecai Richler	3.89	28707	1634
Jim Crace	3.62	22825	2811
Solzhenitsyn	4.06	155157	8172
Philip Roth	3.81	412135	29410
Helge Sobik	3.77	22	2
Thomas Stangl	3.32	34	3
Taisha Abelar	4.13	843	59
Chris Hedges	4.06	25440	3172
Daniel Boorstin	4.03	31936	1453
Albert Camus	4.0	1113120	43231
Leon Tolstoy	4.06	1234203	57214
Tesla	3.97	11001	802
Robert Kaplan	3.86	25035	2558
Amy Lowell	3.94	2094	224
Jean-Marie Gustave Le Clézio	3.81	63	9
Frank Witzel	3.45	244	35
W. B. Yeats	4.15	77011	2930
Walter Abish	3.76	996	118
Karl May	4.02	32883	702
Isabella Santacroce	3.13	2010	182
Björn Larsson	3.87	3264	427
Almudena Grande	3.87	22991	1990
Molly Gloss	3.89	10803	1828
Francesc Miralles	3.67	56986	6643
Paul Klee	3.97	1735	146
Kharms	4.26	6760	482
R.A. Hakok	4.14	3979	434
Paul Durcan	4.31	1159	138
Pierre Guyotat	3.81	599	64
Alain de Benoist	3.86	856	87
Oliver Twist	5.0	3	1
Sergej Lukjanenko	0.0	0	0
Jon Evans	3.77	1716	221
Juvenal	3.94	2796	117
Tove Jansson	4.19	140042	10443
Friedrich Huch	3.42	12	2
Funny Van Dannen	3.64	125	2
Charlie Hustson	3.9	55987	4011
Nathaniel Hawthorne	3.45	831386	22967
Patrick Süskind	3.99	355513	17236
Thom Jones	4.07	7216	518
Karl Ove Knausgård	4.15	91102	8833
Banu Avar	4.05	668	32
Rocko Schamoni	3.63	1751	60
Neil Jordan	3.21	3037	542
Adolf Muschg	3.37	294	22
Mahmoud Darwish	4.14	47470	5656
Bjarne Reuter	3.55	5710	271
Adolfo Bioy Casares	3.98	32498	2667
Amanda Hodgkinson	3.66	12840	1533
Gregor von Rezzori	4.05	1729	202
David Sedaris	4.0	1823285	77172
Elke Naters	3.09	131	6
Natsume Sōseki	3.84	50090	5191
Peter Hitchens	3.87	2895	434
Ulrich Holbein	3.3	10	1
George Gissing	3.78	13143	878
Ror Wolf	3.57	213	44
Antonio Gamoneda	4.23	368	35
Greg Dening	4.16	157	17
Tiziana Terranova	3.94	230	23
