Thomas Carlyle	3.69	4292	397
Kaz Cooke	3.94	2497	291
Harry Bingham	4.06	15490	2198
Augusto Monterroso	3.99	3936	434
Ruff	3.95	49323	6205
Laurence Shames	3.89	14232	855
Jacques Barzun	4.11	6391	507
Luo Guanzhong	4.3	9945	759
John Howard Griffin	4.11	61619	2766
Joseph Ellroy	3.99	5740	737
William James	3.98	19147	922
Mikhail Zoshchenko	4.04	3291	259
Christoph Ransmayr	3.85	3139	278
Javier Marias	3.85	41143	4811
Kobo Abe	3.82	39226	3302
Patrick Cauvin	3.53	993	57
Marek Halter	3.71	16354	1157
Geoff Ryman	3.85	19083	2255
Fonda Lee	4.07	14744	3303
Luis Rafael Sanchez	3.91	1168	74
Sarah Kay	4.31	15565	1479
Jens Christian Grondahl	3.59	3760	540
Jeremias Gotthelf	3.55	2671	282
Walter Moers	4.17	67212	4724
Edgar Lee Masters	4.03	10492	800
Vincenzo Mollica	4.18	576	22
Tedd Arnold	4.07	53918	4835
Shyam Selvadurai	3.9	8761	846
Reginald Mcknight	4.08	1259	121
Michel Onfray	3.79	7544	618
Peter Richter	3.7	3322	208
Claude Gutman	3.18	119	6
Alberto Savinio	3.91	546	74
Gott	4.18	3725	329
Tom Wolfe	3.86	259060	12410
Ana Gorría	4.0	146	20
Zola	3.93	142525	8419
Meister Eckhart	4.17	3187	310
Elaine Scarry	3.91	2723	275
Carolivia Herron	3.94	998	183
Per Olov Enquist	3.7	7736	643
Roland Kübler	3.96	93	9
Jean Lacan	4.04	8034	368
Sandor Marai	4.15	72	8
Olga Gromyko	4.2	5574	171
Jauffret	3.23	824	87
Alice Walker	4.2	605570	20610
Von Stuckrad-Barre	3.56	4258	192
Kathryn Harrison	3.48	23336	2500
Fredrick Barton	3.86	80	11
Richard Russo	3.9	258782	21240
Nikolai Gogol	4.04	221304	10226
Cesare Pavese	3.84	31862	1913
Philip Levine	4.23	7497	576
Maguerite Yourcenar	4.11	34570	2836
Alastair Humphreys	4.27	4589	405
Lynn Anderson	3.84	73014	9598
Chico Buarque	3.68	10873	608
Johann Peter Hebel	3.63	620	72
Michel Maffesoli	3.76	227	21
Heather Rose	3.95	11357	1579
Ingmar Bergman	4.04	7462	553
Emma Forrest	3.63	6493	651
Eshkol Nevo	4.03	7446	790
Paolo Cognetti	3.89	25761	2751
Michael Köhlmeier	3.78	3379	242
Koushun Takami	4.15	86195	5970
Alejandro Jodorowsky	3.92	42135	3308
Hesiod	3.79	20200	836
Georgia Douglass Johnson	4.09	119448	5680
Andrea K Host	4.06	16377	1968
Florinda Donner	3.95	1027	62
Kureshi	2.67	15	5
Andrej Platonov	4.33	3	1
George Selden	4.02	63456	1982
Helge Timmerberg	3.93	674	34
Alain Fournier	4.25	4	0
Barbara Bartos-Höppner	4.09	186	24
Schnitzler	3.75	24807	1697
Alvar Núñez Cabeza de Vaca	3.67	2493	242
Suskind	4.14	1996	313
Marcel Ayme	3.88	4041	344
Roddenberry	3.84	5483	278
Ingeborg Drewitz	2.74	46	4
Scott F Fitzgerald	3.91	4168333	90458
Edgar Rai	3.7	761	55
Robbert Welagen	3.53	496	53
Stefan George	3.98	188	8
Maxime Chattam	3.99	27142	1934
Loe	3.76	54247	2852
William T. Vollmann	4.08	43453	3653
Glauser	3.69	1191	128
Erich Fromm	4.15	2351478	50467
David Simon	4.34	23178	1739
Tove Janson	4.22	9	0
Johann Wolfgang v. Goethe	3.8	222982	9431
Eric Hoffer	4.21	8825	1291
Mario Puzzo	4.0	2	0
Morrisson	4.21	14	2
Marc Levy	3.78	128701	8774
Ana Maria Matute	3.74	6657	669
George Herbert	4.15	2745	173
Patrick Mcgrath	3.73	20276	2009
Mcewan, Ian	3.73	981696	65552
Maryanne Raphael	4.09	64	6
Josef Skvorecky	3.92	9977	699
Thomas Paine	4.03	77779	2854
Alessandro Barrico	3.0	2	0
Jane Urqhart	3.77	19957	1465
Paulo Leminski	4.24	2670	120
Janice Deaner	4.05	741	114
Steve Jackson	4.04	7042	733
Wilkie Collins	3.92	261578	16524
Laurent Binet	4.01	23623	3114
Roche	2.82	10562	1153
Osvaldo Soriano	3.82	3881	282
Georg Heym	4.12	355	42
Molly Keane	3.75	2969	341
Angelika Schrobsdorff	4.01	1507	210
Hjalmar Söderberg	3.79	14075	749
Petri Hiltunen	3.56	1178	93
Lodge	3.77	8150	1609
Richard Zimler	3.95	8085	904
Alexander Lernet Holenia	3.63	785	124
Wilde	4.1	1702526	60144
Richard Rorty	4.05	9462	619
Kuschel	3.54	37	4
Dan Rhodes	3.65	6845	953
Ahmet Turan Alkan	4.14	182	5
Christoph Schlingensief	3.87	359	20
Robert Walser	3.98	13335	1466
Buddha	4.18	2852	280
Anton Cehov	4.15	134	7
Hans Kruppa	3.93	135	7
Banks	3.9	142403	4391
Ruth L. Ozeki	0.0	0	0
Machado De Assis	4.15	71107	3230
Carolijn Visser	3.79	1256	135
Maria Velho Da Costa	4.06	433	61
Simon Sebag Montefiore	3.99	47693	4645
Guillame Appollinaire	3.67	6	0
Ralph Emerson	4.07	67396	2869
Roberto Arlt	3.86	10033	631
Wu Ming	3.93	2635	381
Iva Pekarkova	3.75	674	82
Alex Rider	2.89	19	2
Lars Mytting	4.1	9817	1046
Antonio Ortuño	3.7	1798	258
Beaumarchais	3.7	5256	206
Time	3.85	5646	346
Almeida Garrett	3.17	9497	257
James Dickey	3.85	35787	2182
Barthelme	3.96	25248	2130
Christopher Moore	3.96	721424	49870
Cristina Rivera Garza	3.73	3827	645
Mika Waltari	4.06	34294	1678
Alonso Cueto	3.58	1980	219
Hugo Raes	3.14	159	13
Arvid Leyh	4.0	5	0
Alan Pauls	3.6	2407	274
Henry David Thoreau	3.85	251929	9894
Andre Gide	3.69	43556	3087
Pinckney Benedict	4.03	1474	173
Heinrich Steinfest	3.61	1102	110
Trevanian	4.06	36039	1880
John Milton	3.84	167199	5270
Jan Fridegård	3.54	795	41
C.A. Belmond	3.8	5201	799
Tony Parson	3.68	50305	3554
Munoz Molina	3.62	9833	959
Anita Nair	3.62	11124	1182
J.v. Eichendorff	0.0	0	0
Wsewolod Petrow	3.54	37	1
Neal Postman	4.09	28774	3153
Sesyle Joslin	4.22	2918	184
Andrey Platonov	4.29	14	1
David Edwards	4.13	1000	107
Sarah Schulman	3.92	8262	1007
Amelie Fried	3.4	598	44
E.M. Cioran	4.1	28775	2834
Peter Ackroyd	3.86	141855	9560
Kenneth Waltz	3.94	3156	144
Philip Ridley	4.04	3411	253
Roland Topor	4.11	4887	394
Alexander Belyayev	4.07	11402	364
Nien Cheng	4.35	10860	958
Christie Watson	4.14	13855	1705
Danilo Kis	4.12	10666	643
Virginia Essene	4.07	211	18
Brothers Grimm	4.22	27	7
Kati Naumann	3.81	166	48
Horacio Quiroga	4.0	25022	1644
Osip Mandelshtam	4.13	8	0
Yoshimoto Banana	3.71	119659	10129
Pedro Mairal	3.78	7956	1024
Grace Metalious	3.74	11460	1072
Anne Weber	3.7	243	34
Louis Couperus	3.6	9467	484
Jochen Till	3.9	649	109
Timothy Findley	3.87	31540	1551
Mark Behr	3.6	1220	108
Jörg Juretzka	3.86	283	12
Kate Chopin	3.72	222286	10250
Robert Nye	3.58	3187	521
Gottfried August Bürger	4.02	2558	126
Bonnie Burnard	3.58	3020	207
Gontscharow	4.24	37	1
Peter Scholl-Latour	3.83	869	29
Francisco Umbral	3.89	1951	178
Lord Alfred Tennyson	5.0	2	1
Mira Lobe	4.13	1801	124
Akunin Boris	4.02	80826	3715
George Singleton	3.85	3427	438
David Foenkinos	3.75	28060	3335
Andrew Mueller	3.79	622	112
William Rosen	3.8	4411	659
Jaenada	3.73	1203	152
Quentin Crisp	4.01	10514	770
Conan Doyle	4.19	1959022	64993
Robert Duncan	3.84	43	8
Thomas Mann	3.99	213150	11132
Rose Auslaender	5.0	4	0
Perry Rhodan	3.4	173	13
Alexander Mccall-Smith	3.87	913456	76499
Andrew Holleran	4.01	10954	779
Heinz Rühmann	3.6	10	0
Derren Brown	4.03	13755	848
Jan Seghers	3.72	685	47
Geoffrey Chaucer	3.55	226357	5038
Kiera Van Gelder	4.08	3386	323
Vladimir Voinovich	3.93	5003	346
Karl Phillip Moritz	0.0	0	0
Raduan Nassar	3.88	4270	375
Jean Bernard Pouy	3.56	708	104
Dag Solstad	3.76	6507	592
Ingeborg Bachmann	4.07	6031	461
Walser	3.98	13335	1466
Irvine Welsh	3.88	314983	8699
Ilja Ilf	4.0	1	0
Ishiguro Kazuo	3.84	852980	66039
Richard Wilbur	3.8	13554	690
E. George	3.84	344836	17492
Ryu Murakami	3.54	59717	4627
Reuter	3.43	3739	872
Bill Nye	4.11	18066	2138
Stephan Zweig	4.0	2	0
Baricco Alessandro	3.89	124255	9041
Victor Klemperer	4.3	4511	303
Shaun Micallef	3.57	1000	166
Sergio Bizzio	3.8	2225	280
Giles Smith	3.55	5992	359
Safran Foer	3.96	669241	44207
Christopher Alexander	4.33	7938	583
Boris Pilnyak	3.71	317	31
Italo Svevo	3.75	21539	1128
Mihai Eminescu	4.15	8995	166
Dbc Pierre	3.56	32764	1895
Antonioni Michelangelo	3.95	373	48
Thorstein Veblen	3.9	4061	277
Peter McNab	3.33	6	1
John Green	4.04	6872379	353072
Anna Katharine Green	3.52	9535	1315
Tomas Tranströmer	4.07	5505	621
Inga Muscio	3.9	11398	1077
Günter Ohnemus	3.53	47	13
Rafi Zabor	3.87	560	76
Enrique Jardiel Poncela	3.87	3854	259
Mayne Reid	4.04	11911	223
Mark Mills	3.52	13518	1876
Alex Garland	3.84	90844	3573
Guillermo Arriaga	4.17	6257	1231
Philpp Kerr	4.01	101046	9320
Robert Alexander	3.78	19472	2443
William Vollmann	4.08	43453	3653
Lama Surya Das	3.86	7	1
Sue Townsend	3.76	114844	6119
Barbara Voors	3.25	598	38
Edward Wilson	3.97	73449	5640
Robert-Jan Wille	3.0	1	0
Alan Warner	3.69	6328	486
Singer	4.17	59055	4767
Alberto Fuguet	3.53	5776	510
Marianne Fritz	3.92	499	76
James Graham Ballard	4.5	2	0
Xavier Velasco	3.92	7814	708
Hanya Yanagihara	4.26	233507	34343
Gabrielle Roy	3.76	5995	413
Friedrich Gerstäcker	3.59	264	21
Diego Zuñiga	3.5	927	129
Iris Kammerer	3.55	73	9
Francis Yates	2.78	9	3
Egon Schiele	4.17	443	23
Lev Tolstoi	4.37	19	2
Rem Koolhaas	4.17	6389	227
H. Rider Haggard	3.79	83741	4958
Kingsley Amis	3.66	45172	3884
Clint Hutzulak	4.03	30	5
Rainer M. Schröder	3.86	4306	166
Jacques Prevert	4.22	9796	404
Paco Ignacio Taibo Ii	3.99	9986	1013
Dai Sijie	3.61	58895	4693
Horvath	3.71	20168	2929
Peter Binz	5.0	1	0
Joe R Lansdale	3.94	275619	24041
Lew Welch	4.17	535	46
Cathleen Schine	3.34	31471	5538
Ottlik Géza	4.26	857	19
Geerken	3.5	72	15
Betty White	3.71	35571	3662
Volker Kutscher	3.92	10487	1061
Tabucchi	3.94	29434	2672
Milena Agus	3.43	3820	527
Bernard Tirtiaux	3.82	216	20
Schwitters	4.1	342	40
Konstantin Paustovsky	4.31	2315	219
L. P. Hartley	3.86	17174	1677
Hans Werner Richter	3.49	65	6
Walker Percy	3.87	258755	16733
Inio Asano	4.2	44788	3601
Timothee De Fombelle	4.17	12465	1693
Sait Faik Abasıyanık	4.12	15555	883
Anton Andreas Guha	3.88	16	1
Egon Bondy	3.92	705	40
Isabel Bogdan	3.91	3245	409
Douglas Preston And Lincoln Ch	3.5	8	1
Gertrude Stein	3.59	28223	2391
Tom Leonard	3.91	522	99
Terry Pratchett	4.15	4375600	153956
Marguerite Young	4.13	236	79
Harry Mullisch	3.8	5	0
Bellow Saul	3.76	94201	6547
De Sade	3.43	45714	3365
Bernulf Kanitscheider	4.39	23	1
Patrick Leigh Fermor	4.08	17407	2172
Ellroy	3.89	201955	9045
Kracht Christian	3.66	8788	498
Jan Costin Wagner	3.56	1644	239
Alison Moore	3.44	6042	969
Georg Christoph Lichtenberg	4.13	784	77
Edgard Allan Poe	5.0	1	1
Jan Potocki	4.1	3396	313
Luc Sante	4.0	70067	4857
Hugo Pratt	4.13	17070	1020
Werner Schwab	4.13	80	5
Oliverio Girondo	4.19	2052	126
Paulus Hochgatterer	3.14	703	87
Carolyn Keene	3.91	644740	22570
Chateaubriand	3.5	3586	275
Dirk Kurbjuweit	3.15	1629	283
Piers Paul Reid	4.08	68672	1742
Ingomar Von Kieseritzky	3.86	35	5
Daniel Dafoe	3.86	21	2
Elsschot	3.66	13086	532
Clarin	4.5	2	1
Tobias Hill	3.65	7243	460
Tony Duvert	3.86	362	47
Pedro Calderón De La Barca	3.92	18621	783
Desnos	4.09	877	84
Peter West	3.77	384	50
Michael Nava	4.12	5637	819
Antje R. Strubel	0.0	0	0
Orson Welles	3.96	3103	334
Clifford Stoll	4.19	10685	869
Matt Fraction	3.97	281901	19847
Hyperion	3.89	473	11
E. T. A. Hoffmann	3.83	43704	2773
M.J. Hyland	3.41	7996	765
Jeanine Krock	3.5	1036	72
Ludwig Harig	3.7	121	10
Phillip Gourevitch	4.21	33697	2324
Bret Easton Ellis	3.68	452214	19292
Beatriz Preciado	5.0	1	0
Mann	4.05	87608	5917
Durga Chew-Bose	4.06	3711	405
Arnold Lobel	4.24	243551	6219
David Ferry	3.88	2668	348
Tom Wolf	3.86	259065	12410
Alexander Blok	4.08	142704	4994
Armistead Maupin	4.04	123261	8152
Kurt Vonnegurt	4.06	2501008	82127
Niccolo Ammaniti	3.7	50582	3631
Ward Just	3.84	7232	832
John Berendt	3.9	254123	10946
Lotta Olivecrona	4.03	300	8
Ronan Bennett	3.55	1899	233
Upton Sinclair	3.75	142254	7350
David Foster Wallace	4.13	299401	28056
Idea Vilariño	4.4	725	114
Inger-Maria Mahlke	3.1	282	40
Timo Mukka	3.59	1657	57
Shan Sa	3.69	11293	1002
Milorad Pavić	4.07	12453	781
Margaret Craven	3.95	6781	787
Albert Sánchez Pinyol	3.76	9285	940
Eduardo Mendoza	3.65	37740	2104
Joseph Mcelroy	4.01	1676	275
Philip Larkin	4.07	33777	1540
Margriet De Moor	3.13	2087	222
Noon	3.9	21230	1397
Asli Erdogan	3.0	2	0
Chesterton	3.96	166356	13882
Gombrowicz	3.91	23770	1216
David Lindsey	3.67	3490	330
Kurt Held	4.14	2277	35
Percy Shelley	3.77	887701	17712
Pessoa	4.24	58000	4784
Reinaldo Arenas	4.08	7994	729
Christer Kihlman	3.59	151	14
Liviu Rebreanu	3.83	29929	509
Jack Micheline	4.37	159	25
Alexander Kostinskij	0.0	0	0
Joe Ide	3.79	26693	3908
Виктор Пелевин	3.93	27678	1090
Siri Hustved	3.75	47131	4768
Frank Perretti	4.08	301975	9697
Giacomo Leopardi	4.27	5045	321
Hegel	3.91	28132	959
Robert Macfarlane	4.18	34402	5220
Anne Sexton	4.21	31974	1552
Daniel Pennac	3.94	55285	3334
Ahmet Hamdi Tanpinar	4.33	17901	1145
Ted Berrigan	4.27	2670	129
Robert Clancy	3.94	32	9
Martin Michael Driessen	3.71	2444	316
Lee Siegel	3.62	367	52
Dos Passos	3.87	23138	1711
Watzlawick	3.91	6592	424
Rob Lilwall	3.93	1208	135
Süskind	3.99	355513	17236
Antonio Botto	4.05	110	20
Michel Serres	3.76	1954	175
Bill Bissett	4.24	169	16
Ben Rice	3.84	1717	232
Majgull Axelsson	3.92	9002	654
Junichiro Tanizaki	3.84	46899	4690
Sarah Kane	4.01	14248	1135
Joseph Vogl	3.72	119	5
John Mearsheimer	3.93	5410	523
Guillaume Apollinaire	3.85	11416	612
Natalia Ginzburg	3.99	22411	2233
Cornell Woolrich	3.92	13856	1592
Benedict Wells	4.13	16365	1538
Dantec	3.49	1578	120
Jaume Cabré	4.24	8792	1037
Pier Paolo Pasolini	3.91	9571	655
André Pieyre De Mandiargues	4.08	918	94
Louis Nowra	3.64	3045	410
Juan Ramon Jimenez	3.82	7950	513
Camillieri	3.2	5	0
Strittmatter	4.19	850	116
Mehmet Eroglu	3.88	1329	105
Philip R. Cragi	3.94	9602	842
Emma Newman	3.87	23770	3891
Roddy Doyle	3.79	112683	8746
Richard Wagner	4.03	3845	353
Reinhard Jirgl	3.65	94	13
John Stewart Collis	3.99	212	36
Paulina Flores	3.72	982	164
Delphine de Vigan	3.89	32854	3610
Cordwainer Smith	4.17	25170	1453
Papini	4.17	6090	457
Birhan Keskin	4.18	2469	181
Samanta Schweblin	3.73	32847	5715
Sarah Kuttner	3.73	6406	521
Andy Stanton	4.11	7912	696
Dashiell Hammett	3.94	183413	11080
Nella Larsen	3.87	32192	2601
Casanova	3.88	4971	498
Günter Grass	3.83	58663	3336
Frans G. Bengtsson	4.25	8086	836
Michael Mcgriff	4.01	526	68
Erich Kahler	3.82	45	5
Immanuel Kant	3.92	84420	2292
Vasile Alecsandri	3.59	1533	38
Tom Steppard	4.05	126332	4413
Johnson	3.85	509451	17360
Sutcliffe	3.94	1488	207
Oleg Jurjew	3.65	23	3
Fernando Sabino	3.99	6921	211
Virginie Despentes	3.87	31840	2683
Charles Kingsley	3.46	9899	712
Alexander Von Humboldt	3.85	677	75
James Duncan	4.3	27504	3145
Hans Fallada	4.15	34187	3850
Friedrich Christian Delius	3.4	770	113
Gilbert Keith Chesterton	3.0	2	0
Büchner	3.41	17465	569
Douglas	4.2	2776743	61132
Charles Belfoure	3.97	50237	5331
Musil	4.01	20215	1393
B. Traven	4.09	8304	844
Alberto Manguel	3.88	36611	4040
Tan	3.92	938164	26568
Varlam Shalamov	4.28	7698	498
Bernard Werber	3.89	58487	2170
Emmanuel Carrere	3.92	33660	3301
Gogol	4.04	221309	10226
Tony Spiers	0.0	0	0
Luisa Valenzuela	4.09	3313	278
Clarissa Goenawan	3.48	4916	1012
Ignacio Padilla	3.79	1627	233
Carson Macullers	3.94	140368	10542
İhsan Oktay Anar	4.32	33643	1287
Ayn Rand	3.76	862838	42978
Philipp K. Dick	3.92	1093337	57064
Charles Shaar Murray	4.13	1071	104
Rolo Diez	3.5	289	41
Julia Korbik	4.15	567	66
Frigyes Karinthy	4.12	2706	134
Daniel Keyes	4.15	507982	20482
Rudolfo Anaya	3.82	35212	2887
Trumbull Stickney	4.1	30	3
Ernest Hemingway	3.83	2092739	77191
Luis De Góngora	3.93	1188	66
Peter Berling	3.59	1040	47
Kathryn Kramer	3.65	85	13
Balzac	3.8	143605	8444
Halil Cibran	3.94	1149	100
Ai	4.3	129464	2692
Harry Martinson	3.78	3052	237
John von Düffel	3.57	377	45
Detlev Meyer	3.88	52	5
Alejandro Casona	3.96	10080	646
Mark Ravenhill	3.55	2120	152
Roberto Calasso	4.06	5786	629
Etty hillesum	4.31	2722	343
Naguib Mahfuz	3.94	255	20
Jean-Christophe Rufin	3.71	9051	953
Alina Bronsky	3.72	6708	1083
Raïssa Maritain	4.23	125	16
William Gaddis	4.08	12374	1378
Lessing	3.66	164472	12268
Plath	4.05	744393	29605
Isabella Hammad	3.6	2558	442
Hans Scherfig	3.73	2618	77
Julius Evola	4.15	5652	330
Charles Seife	3.93	12497	1202
Charles Taylor	4.06	5989	524
Joshua Beckman	4.15	1349	141
Pearl S. Buck	3.99	298573	16394
Friedrich Achleitner	3.83	23	3
Oswald De Andrade	3.75	1104	66
Leena Krohn	3.76	6384	689
Patrick Hamilton	4.11	9368	1007
Yukio Mishima	3.93	117221	9344
Nikanor Teratologen	3.64	486	34
Augusten Burroughs	3.81	616649	26789
Satyajit Ray	4.41	56746	2192
Alan Colmes	3.24	140	19
Rebecca Tope	3.52	10106	1132
Rosa Montero	3.87	25555	3490
Alfred Jarry	3.73	8287	433
Aldous Kafka	3.75	16	3
Carl Ruiz Zafon	4.14	803179	65770
Sarah Weeks	4.04	70749	8262
Axel Hacke	3.89	1635	187
Edward Bunker	3.99	7156	491
José María Arguedas	3.88	2434	210
Rabelais	3.7	20377	716
Stephen King	4.04	14745696	589333
Julia Franck	3.37	2281	283
Elliot Pearlman	3.94	11908	1545
Chuck Dixon	4.24	326556	7959
Ilja Leonard Pfeiffer	3.7	10	2
Bernard Maclaverty	3.65	8717	925
Toni Morrison	3.94	815195	45045
Paco Ignacio Taibo II	3.99	9986	1013
Gaskell	4.01	281734	16835
Fabricio Carpinejar	3.63	746	57
Arnon Grunberg	3.38	26903	1343
Atilla Ilhan	4.11	596	54
Teixeira de pascoaes	3.77	381	16
Jennifer Lancaster	3.06	17	3
William Vollman	4.08	43453	3653
Erik Fosnes Hansen	3.89	1759	125
Kernighan	4.29	16483	816
Tim Waggoner	3.85	18798	2542
Charles Mann	4.05	87608	5917
Allan Sillitoe	3.77	13	4
Francesca Simon	4.01	29080	1694
James Redfield	3.7	126553	5134
Heraclitus	4.17	6556	297
Robert Louis Stevenson	3.85	1117611	37648
Vico	3.96	908	50
Selby Jr.	3.92	102128	3019
Christopher Bram	3.89	3618	434
Andrea Hirata	4.06	84246	8483
Sten Nadolny	3.89	3129	145
Wallander	3.87	79	8
Daniel Borzutzky	4.07	739	119
Robert Merle	4.19	16554	927
Audur Ava Olafsdottir	3.72	15262	2142
Kathleen Jamie	4.16	3824	557
Franz Werfel	4.04	3942	460
Milo Dor	3.91	35	2
Kentaro Miura	4.5	138530	3991
Herbert Heckmann	3.75	72	11
Laurence Sterne	3.65	25570	1606
Nicolas Fargues	3.07	708	68
Elaine Pagels	3.9	37148	2165
Gonçalo Tavares	3.82	12193	1212
Frederic Beigbeder	3.49	45313	2054
John Holloway	3.89	403	53
Hubert Lampo	3.65	3147	121
Kazue Katō	4.4	126102	2585
Aleister Crowley	3.93	34940	1502
Marliese Arold	3.54	1867	121
Wolfgang Hohlbein	3.59	38187	835
Ernst Jünger	4.06	15110	1240
Michel de Ghelderode	3.83	200	26
Scott Heim	3.89	11867	748
Janos Szekely	0.0	0	0
George Lethem	4.37	5672051	199419
Dolores Reyes	3.83	1789	313
Daniel Pennea	3.94	55285	3334
Albee	4.02	89654	2627
John Henry Newman	4.17	3642	318
Georg Büchner	3.41	17465	569
Imre Kertesz	3.94	13282	1294
Ortheil	3.81	1456	137
Pierre Bordage	3.89	4440	257
Ulla Hahn	4.0	679	48
Les Murray	3.79	1092	145
Saunders	3.89	280423	37309
Manuel Vázquez Montalbán	3.49	9733	741
Jonathan Spence	3.85	8376	714
J. Sheridan Lefanu	3.0	1	0
Alice Munro	3.92	167600	17193
William Langland	3.44	2946	123
Patrick Geary	3.81	1009	95
Stephen Dunn	4.17	6676	635
Jean Markale	3.72	1908	113
Pearl S Buck	3.99	298573	16394
Onat Kutlar	4.06	498	63
Anna Gavalda	3.71	51774	4190
Jeffrey Eugenides	3.98	1766303	65108
Alfred Kubin	3.85	2063	220
Kotzwinkle	4.01	23303	1875
j.w. Goethe	5.0	2	0
J.P. Jacobsen	4.0	3	0
Peter Hoeg	3.67	56277	3981
Friedrich Engels	3.69	145723	6871
Jonathan Franzen	3.74	391160	31997
Pascal Quignard	3.63	4393	398
José Carlos Somoza	3.74	7508	865
Duncan Maclean	3.44	9	1
Marguerite Duras	3.72	73466	5617
Paul Eluard	4.05	3810	266
Celine Minard	3.15	419	51
Juan Garcia Ponce	3.92	1112	97
Jens Sparschuh	2.9	163	12
James Meek	3.63	6234	895
Tom Friedman	3.45	203	28
Paddy Doyle	3.72	252	19
Burkhard Spinnen	3.68	243	34
Yasunari Kawabata	3.75	73644	7057
Romain Rolland	3.86	11136	813
Thomas Malory	3.98	59725	1385
Billy Collins	4.17	56957	5076
Ludmila Ulitskaya	4.07	19728	1689
Arturo Perez Reverte	3.79	154778	10218
Clancy Sigal	3.53	236	48
Wole Soyinka	3.82	10366	946
Cole Alpaugh	3.75	281	72
Alexandre Dumas	4.18	1239678	36289
Samantha schweblin	0.0	0	0
Kleist	3.55	16727	883
Thomas Pynchon	4.12	2472796	61843
Leskov	3.89	10054	754
Edward De Vere	4.29	7	0
John Pilger	4.19	4182	273
Alan Gurganus	3.81	9465	840
Vilhelm Ekelund	3.59	75	4
Daniel C Dennet	3.97	83655	3449
Tanizaki	3.84	46899	4690
Margeurite Duras	3.72	73466	5617
Chester Himes	3.9	14849	1387
Victor Ostrovsky	3.9	2082	142
Lewis Black	3.64	9239	967
Ferdinand Von Schirach	4.04	23924	1917
David Mamet	3.86	69605	3845
Andreas Altmann	3.95	1094	82
Venedikt Jerofejev	3.9	111	7
Vicky Baum	3.0	3	0
Christopher Rice	3.8	55823	5360
Vasili Grossman	4.03	29	5
B.F. Skinner	3.69	11231	664
Engin geçtan	4.29	4859	431
Norbert Horst	3.5	113	15
Alan Moore	4.23	1442768	44879
